Rattings,Reviews
1,Product is low quality.within 3 days use the monitor gone blank. Also when use with internet it makes a lot of noise.Booting is pathetic and takes minimum 4 to 5 minutes.After paying so much amount and getting such quality is really bad.Would never recommend any of my friends or relatives to buy this anymore.Now waiting for hp to provide resolution.It is 4 th day but till date no update from HP.Amazon pls do not sell such low quality product at your site. People will ignore Amazone in future.Not sure if I get some call back or any replacement.
1,Very slow gets hang all the time..Same product same configuration my friend bought at store but not online..that product is working fine..and we both are using for the same purpose..Still this products is problematic and the product purchased at store is cool..
4,Looks good 🙂😊
4,"I bought this laptop for my Son's online school. Earlier I had Lenovo IdeaPad (11 yrs old ), so thought to replace it. For General study & surfing it's prefect. But a few corns, which I have mentioned below :1) Bootup is slow, compared to my old laptop ( obviously, since no SSD )2) No on-switch led light, which Lenovo is providing in same models & cost3) limited USB port.. only 2. Lenovo is providing more USB ports for same models & cost4) The Keyboard text are not visible at certain angle. <45%. since the color of the text on the Key are very light. Lenovo has better Keyboard, which is visible from all angles.To get faster bootup, got with the model which has SSD or SSD+HDD. which is 5K-6K expensive. Or you can install separate SSD 256GB ( cost of SSD is hardly 2k-4k ).For no LED light on on-switch, there is no solution. Need to look at the LED indicator on the left slide next  Type C port.For limited USB port, buy extra multiple USB connect which is hardly 500 Rs.But, the biggest problem is the Keyboard Text visibility, not sure how to make it visible from all angles. If anyone has an idea or suggestion plz let me know."
1,"Often the screen turns to black screen and only cursor will move unable to see any application in the background. After sometime, the machine has been restarted, by the time all the unsaved efforts are lost. This issue has been recurred and reached Amazon to support. The technician visited and found the issue and he told there may be some software issue, and you can request for replacement. The replacement machine is also having the same issue and additionally one of the USB ports nor working. Since, I am using hp for long time, I got disappointed with this product greatly, Not recommended to buy this product. P"
2,Very poor performance speed . It will take more time for booting too. While click on browser or any apps it's respond very slowly.
2,"I have ordered this laptop for an online class ( Std V), basically to use Microsoft Teams. Team app is getting hanged frequently even after OS upgrade. I also called HP technical support team multiple times but they also not able to solve this issue. Finally, they suggested to upgrade RAM from 8 GB to 16 GB or check with Microsoft."
4,"Excellent product for Students. It has it all built in. Be it Windows 10, MS office life time, HD camera, High resolution display, 8 Gb ram, 1Tb HDD, High quality stereo speakers with good volume.Not tried yet for heavy games like PUBG, CS, ASPHALT etc.."
2,"I bought this laptop only for basic office functions like word editing and simple excel works. I kept my expectations low while buying it. But still this laptop didn't even reach those basic expectations. Its taking 4 mins to boot :( and work on updates forever whenever you try to shutdown or restart. I bought this relying on HP brand name and regretting now. Don't know the problem is due to processor or OS or hardware config, but whatever it is, the final result is worst."
1,"Purchased laptop from Amazon on 3rd oct, noticed the warrant slip serial is not matching with laptop serial, complaint raised to Amazon, 15 days over even now the warrant slip serial is not changed. Now i purchased extended warranty along with this, i have booked the extended warranty based on the warrant slip serial. Now i have paid addtional 3,500 rs extra for some one laptop."
5,"Great deal at this price. Ryzen 3 processor is good enough to deal multitasking and running editing softwares. Got a free windows 11 upgrade which made it more fast and smooth. SSD makes it boot very quickly. The only drawback is RAM availability, only 6 gb is available out of 8, 2 gb is reserved for gpu."
5,"This laptop is awesome for students and teachers as it comes with subscription of MS Office. The screen and sound quality is very good. Battery backup is also great, the battery lasts for almost 5 hours. In battery settings, kept battery to its better performance, if we keep it at the best performance, battery drains out fast."
3,"This laptop is meant for students and working professional for meetings, online class,coding, excel work.Pros:--Laptop is not lagging due to SSD, AMD ryzen 3 is better than Core i3 generation 10 and some what to -11th generation as well.-Built quality is fine.-Lighter than Dell vostro 3401 and inspiron.-Camera is Decent.-Windows 11 working fine, no issues faced after updates-Sound is good.-Key board is good.Cons:--Hinges can be better.-Not meant for gamers.-Screen quality can be better, 220 nits of brightness."
